country,region_name,subregion_name,sector_name,group_name,crag_name,link,rock_type,height,geo,exposure
"Polska","Sudety","Kotlina Kłodzka","Skały Malwa","Żyleta","Żyleta","https://wspinanie.pl/topo2/page,topo-skaly,skala,725.html","Piaskowiec","12m","N 50°23'53.2422"" E 16°29'50.8266""","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Orle Skały (Szczytnik)","Mur Okiennej","Mur Okiennej","https://wspinanie.pl/topo2/page,topo-skaly,skala,891.html","Piaskowiec","10m","","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Orle Skały (Szczytnik)","Okienna","Okienna","https://wspinanie.pl/topo2/page,topo-skaly,skala,892.html","Piaskowiec","18m","","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Międzygórze (Masyw Śnieżnika)","Wilk","Wilk","https://wspinanie.pl/topo2/page,topo-skaly,skala,893.html","Gnejsy","15m","","Częściowo w słońcu"
"Polska","Sudety","Pełcznica","Pałecznica","Pełcznica","Pełcznica","https://wspinanie.pl/topo2/page,topo-skaly,skala,835.html","Granit","42m","","Sektor zacieniony"
"Polska","Sudety","Spękane Skały","Spękane Prawe"," Dupa Lenina"," Dupa Lenina","https://wspinanie.pl/topo2/page,topo-skaly,skala,877.html","Piaskowiec","15m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Prawe","BUK","BUK","https://wspinanie.pl/topo2/page,topo-skaly,skala,880.html","Piaskowiec","16m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Prawe","Koniec","Koniec","https://wspinanie.pl/topo2/page,topo-skaly,skala,882.html","Piaskowiec","10m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Prawe","RAJD","RAJD","https://wspinanie.pl/topo2/page,topo-skaly,skala,883.html","Piaskowiec","16m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Prawe","ZED","ZED","https://wspinanie.pl/topo2/page,topo-skaly,skala,884.html","Piaskowiec","16m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Lewe","Aeroporto","Aeroporto","https://wspinanie.pl/topo2/page,topo-skaly,skala,874.html","Piaskowiec","12m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Lewe","BUK","BUK","https://wspinanie.pl/topo2/page,topo-skaly,skala,875.html","Piaskowiec","16m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Lewe","Nanuk","Nanuk","https://wspinanie.pl/topo2/page,topo-skaly,skala,878.html","Piaskowiec","13m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Lewe","BUK","BUK","https://wspinanie.pl/topo2/page,topo-skaly,skala,879.html","Piaskowiec","16m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Lewe","BEAR","BEAR","https://wspinanie.pl/topo2/page,topo-skaly,skala,894.html","Piaskowiec","17m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Lewe","GOLD","GOLD","https://wspinanie.pl/topo2/page,topo-skaly,skala,895.html","Piaskowiec","16m","","Sektor słoneczny"
"Polska","Sudety","Spękane Skały","Spękane Lewe","CIL","CIL","https://wspinanie.pl/topo2/page,topo-skaly,skala,896.html","Piaskowiec","16m","","Sektor słoneczny"
"Polska","Podkarpacie","Czarnorzeckie Skały","Kamieniec","Krowia Turnia","Krowia Turnia","https://wspinanie.pl/topo2/page,topo-skaly,skala,73.html","Piaskowiec","25m","N 49°44'41.964"" E 21°47'23.7114""","Sektor zacieniony"
"Polska","Podkarpacie","Czarnorzeckie Skały","Kamieniec","Kursowa II","Kursowa II","https://wspinanie.pl/topo2/page,topo-skaly,skala,74.html","Piaskowiec","7m","N 49°44'41.964"" E 21°47'23.7114""","Sektor słoneczny"
"Polska","Podkarpacie","Czarnorzeckie Skały","Kamieniec","Kursowa III","Kursowa III","https://wspinanie.pl/topo2/page,topo-skaly,skala,672.html","Piaskowiec","10m","","Częściowo w słońcu"
"Polska","Podkarpacie","Czarnorzeckie Skały","Sokoli Grzbiet","Owca","Owca","https://wspinanie.pl/topo2/page,topo-skaly,skala,736.html","Piaskowiec","9m","","Sektor zacieniony"
"Polska","Podkarpacie","Czarnorzeckie Skały","Sokoli Grzbiet","Wysoka","Wysoka","https://wspinanie.pl/topo2/page,topo-skaly,skala,800.html","Piaskowiec","20m","","Częściowo w słońcu"
"Polska","Podkarpacie","Czarnorzeckie Skały","Strzelnica","Hokejka","Hokejka","https://wspinanie.pl/topo2/page,topo-skaly,skala,798.html","Piaskowiec","7m","","Sektor zacieniony"
"Polska","Podkarpacie","Czarnorzeckie Skały","Strzelnica","Filar Centralny","Filar Centralny","https://wspinanie.pl/topo2/page,topo-skaly,skala,799.html","Piaskowiec","12m","","Sektor zacieniony"
"Polska","Podkarpacie","Czarnorzeckie Skały","Strzelnica","Plemnik","Plemnik","https://wspinanie.pl/topo2/page,topo-skaly,skala,914.html","Piaskowiec","10m","","Częściowo w słońcu"
